IPN,Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Library Ref,Library Path,Footprint Ref,Footprint Path,Footprint Ref 2,Footprint Path 2,Footprint Ref 3,Footprint Path 3,Series,Value,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Operating Temperature,Package / Case,Size / Dimension,Thickness (Max)
CAP-YAG-CC-0805-00001,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1136-1-ND,CC0805KRX7R9BB103,Yageo,CAP CER 10000PF 50V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,10000pF,10000pF,10%,50V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00002,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_Y5V_6.3V-to-50V_9.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1361-1-ND,CC0805ZRY5V9BB104,Yageo,CAP CER 0.1UF 50V Y5V 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,0.1uF,0.1uF,"-20%, +80%",50V,Y5V (F),-30°C ~ 85°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00003,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1100-1-ND,CC0805JRNPO9BN120,Yageo,CAP CER 12PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,12pF,12pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00004,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/photos/Yageo%20Photos/311-0805%20MLCC.jpg,311-1111-1-ND,CC0805JRNPO9BN101,Yageo,CAP CER 100PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,100pF,100pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00005,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1103-1-ND,CC0805JRNPO9BN220,Yageo,CAP CER 22PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,22pF,22pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00006,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1105-1-ND,CC0805JRNPO9BN330,Yageo,CAP CER 33PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,33pF,33pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00007,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/photos/Yageo%20Photos/311-0805%20MLCC.jpg,311-1102-1-ND,CC0805JRNPO9BN180,Yageo,CAP CER 18PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,18pF,18pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00008,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/photos/Yageo%20Photos/311-0805%20MLCC.jpg,311-1106-1-ND,CC0805JRNPO9BN390,Yageo,CAP CER 39PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,39pF,39pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00009,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/photos/Yageo%20Photos/311-0805%20MLCC.jpg,311-1104-1-ND,CC0805JRNPO9BN270,Yageo,CAP CER 27PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,27pF,27pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00010,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/photos/Yageo%20Photos/311-0805%20MLCC.jpg,311-1109-1-ND,CC0805JRNPO9BN680,Yageo,CAP CER 68PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,68pF,68pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00011,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/photos/Yageo%20Photos/311-0805%20MLCC.jpg,311-1099-1-ND,CC0805JRNPO9BN100,Yageo,CAP CER 10PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,10pF,10pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00012,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1110-1-ND,CC0805JRNPO9BN820,Yageo,CAP CER 82PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,82pF,82pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00013,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/photos/Yageo%20Photos/311-0805%20MLCC.jpg,311-1101-1-ND,CC0805JRNPO9BN150,Yageo,CAP CER 15PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,15pF,15pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00014,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1133-1-ND,CC0805KRX7R9BB472,Yageo,CAP CER 4700PF 50V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,4700pF,4700pF,10%,50V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00015,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1128-1-ND,CC0805KRX7R9BB152,Yageo,CAP CER 1500PF 50V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,1500pF,1500pF,10%,50V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00016,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1124-1-ND,CC0805KRX7R9BB471,Yageo,CAP CER 470PF 50V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,470pF,470pF,10%,50V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00017,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1126-1-ND,CC0805KRX7R9BB681,Yageo,CAP CER 680PF 50V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,680pF,680pF,10%,50V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00018,https://www.yageo.com/upload/media/product/products/datasheet/mlcc/UPY-NP0X7R_MV_100-to-630V_21.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1475-1-ND,CC0805KRX7R0BB103,Yageo,CAP CER 10000PF 100V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,10000pF,10000pF,10%,100V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)"
CAP-YAG-CC-0805-00019,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1123-1-ND,CC0805KRX7R9BB221,Yageo,CAP CER 220PF 50V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,220pF,220pF,10%,50V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)"
CAP-YAG-CC-0805-00020,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1129-1-ND,CC0805KRX7R9BB222,Yageo,CAP CER 2200PF 50V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,2200pF,2200pF,10%,50V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00021,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1108-1-ND,CC0805JRNPO9BN560,Yageo,CAP CER 56PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,56pF,56pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00022,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1143-1-ND,CC0805KRX7R9BB153,Yageo,CAP CER 0.015UF 50V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,0.015uF,0.015uF,10%,50V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00023,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1107-1-ND,CC0805JRNPO9BN470,Yageo,CAP CER 47PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,47pF,47pF,5%,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00024,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1130-1-ND,CC0805KRX7R9BB272,Yageo,CAP CER 2700PF 50V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,2700pF,2700pF,10%,50V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00025,https://www.yageo.com/upload/media/product/products/datasheet/mlcc/UPY-NP0X7R_MV_100-to-630V_21.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1473-1-ND,CC0805KRX7R0BB223,Yageo,CAP CER 0.022UF 100V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,0.022uF,0.022uF,10%,100V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
CAP-YAG-CC-0805-00026,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1138-1-ND,CC0805KRX7R9BB223,Yageo,CAP CER 0.022UF 50V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,0.022uF,0.022uF,10%,50V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00027,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1140-1-ND,CC0805KRX7R9BB104,Yageo,CAP CER 0.1UF 50V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,0.1uF,0.1uF,10%,50V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.033"" (0.85mm)"
CAP-YAG-CC-0805-00028,https://www.yageo.com/upload/media/product/products/datasheet/mlcc/UPY-NP0X7R_MV_100-to-630V_21.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1472-1-ND,CC0805KRX7R0BB102,Yageo,CAP CER 1000PF 100V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,1000pF,1000pF,10%,100V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)"
CAP-YAG-CC-0805-00029,https://www.yageo.com/upload/media/product/products/datasheet/mlcc/UPY-NP0X7R_MV_100-to-630V_21.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1471-1-ND,CC0805KRX7R0BB332,Yageo,CAP CER 3300PF 100V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,3300pF,3300pF,10%,100V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)"
CAP-YAG-CC-0805-00030,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-4318-1-ND,CC0805KRX7R8BB332,Yageo,CAP CER 3300PF 25V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,3300pF,3300pF,10%,25V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)"
CAP-YAG-CC-0805-00031,https://www.yageo.com/upload/media/product/products/datasheet/mlcc/UPY-NP0X7R_MV_100-to-630V_21.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1469-1-ND,CC0805KRX7RABB102,Yageo,CAP CER 1000PF 200V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,1000pF,1000pF,10%,200V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
CAP-YAG-CC-0805-00032,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1097-1-ND,CC0805DRNPO9BN8R0,Yageo,CAP CER 8PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,8pF,8pF,0.5pF,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00033,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1193-1-ND,CC0805KRX7R9BB391,Yageo,CAP CER 390PF 50V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,390pF,390pF,10%,50V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00034,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/photos/Yageo%20Photos/311-0805%20MLCC.jpg,311-1091-1-ND,CC0805CRNPO9BN2R0,Yageo,CAP CER 2PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,2pF,2pF,0.25pF,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00035,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-1089-1-ND,CC0805CRNPO9BN1R0,Yageo,CAP CER 1PF 50V C0G/NPO 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,1pF,1pF,0.25pF,50V,"C0G, NP0",-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.024"" (0.60mm)"
CAP-YAG-CC-0805-00036,https://www.yageo.com/upload/media/product/products/datasheet/mlcc/UPY-NP0X7R_MV_100-to-630V_21.pdf,//media.digikey.com/Renders/Yageo%20Renders/0805%288%5E5mm%20thickness%29.jpg,311-4308-1-ND,CC0805KRX7R0BB681,Yageo,CAP CER 680PF 100V X7R 0805,Capacitor,SchLib\Capacitor.SchLib,0805_CAPC2012X13N,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13L,PcbLib\Capacitor.PcbLib,0805_CAPC2012X13M,PcbLib\Capacitor.PcbLib,CC,680pF,680pF,10%,100V,X7R,-55°C ~ 125°C,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.028"" (0.70mm)"
