IPN,Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Library Ref,Library Path,Footprint Ref,Footprint Path,Footprint Ref 2,Footprint Path 2,Footprint Ref 3,Footprint Path 3,Series,Value,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Operating Temperature,Package / Case,Size / Dimension,Thickness (Max)
CAP-YAG-CC-0603-00011,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1185-1-ND,CC0603KRX7R9BB271,Yageo,CAP CER 270PF 50V X7R 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,270pF,270pF,±10%,50V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00012,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1341-1-ND,CC0603KRX7R8BB104,Yageo,CAP CER 0.1UF 25V X7R 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,0.1uF,0.1uF,±10%,25V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00013,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1088-1-ND,CC0603KRX7R7BB104,Yageo,CAP CER 0.1UF 16V X7R 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,0.1uF,0.1uF,±10%,16V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00014,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_Y5V_6.3V-to-50V_9.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1343-1-ND,CC0603ZRY5V9BB104,Yageo,CAP CER 0.1UF 50V Y5V 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,0.1uF,0.1uF,"-20%, +80%",50V,Y5V (F),-30°C ~ 85°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00015,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_Y5V_6.3V-to-50V_9.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1366-1-ND,CC0603MRY5V9BB104,Yageo,CAP CER 0.1UF 50V Y5V 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,0.1uF,0.1uF,±20%,50V,Y5V (F),-30°C ~ 85°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00016,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1081-1-ND,CC0603KRX7R9BB222,Yageo,CAP CER 2200PF 50V X7R 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,2200pF,2200pF,±10%,50V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00017,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1184-1-ND,CC0603KRX7R9BB152,Yageo,CAP CER 1500PF 50V X7R 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,1500pF,1500pF,±10%,50V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00018,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1084-1-ND,CC0603KRX7R9BB682,Yageo,CAP CER 6800PF 50V X7R 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,6800pF,6800pF,±10%,50V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00019,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1379-1-ND,CC0603KRX7R7BB683,Yageo,CAP CER 0.068UF 16V X7R 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,0.068uF,0.068uF,±10%,16V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00020,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1430-1-ND,CC0603KRX7R9BB153,Yageo,CAP CER 0.015UF 50V X7R 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,0.015uF,0.015uF,±10%,50V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00021,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-3567-1-ND,CC0603KPX7R9BB104,Yageo,CAP CER 0.1UF 50V X7R 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,0.1uF,0.1uF,±10%,50V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00022,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,"//media.digikey.com/Renders/Yageo%20Renders/0603-(1608-Metric)-1,50mm.jpg",311-3653-1-ND,CC0603KRX7R8BB222,Yageo,CAP CER 2200PF 25V X7R 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,2200pF,2200pF,±10%,25V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00023,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,"//media.digikey.com/Renders/Yageo%20Renders/0603-(1608-Metric)-1,50mm.jpg",311-3652-1-ND,CC0603KRX7R7BB222,Yageo,CAP CERAMIC 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,2200pF,2200pF,±10%,16V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00024,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-4111-1-ND,CC0603MRX7R9BB221,Yageo,CAP CER 220PF 50V X7R 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,220pF,220pF,±20%,50V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00025,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-3377-1-ND,CC0603MRX7R9BB471,Yageo,CAP CER 470PF 50V X7R 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,470pF,470pF,±20%,50V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00026,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-4070-1-ND,CC0603KRX7R7BB332,Yageo,CAP CER 3300PF 16V X7R 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,3300pF,3300pF,±10%,16V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00027,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1049-1-ND,CC0603CRNPO9BN1R0,Yageo,CAP CER 1PF 50V C0G/NPO 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,1pF,1pF,±0.25pF,50V,"C0G, NP0",-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00028,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1059-1-ND,CC0603JRNPO9BN120,Yageo,CAP CER 12PF 50V C0G/NPO 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,12pF,12pF,±5%,50V,"C0G, NP0",-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00029,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1740-1-ND,CC0603CRNPO9BN4R7,Yageo,CAP CER 4.7PF 50V C0G/NPO 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,4.7pF,4.7pF,±0.25pF,50V,"C0G, NP0",-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00030,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1774-1-ND,CC0603JRNPO9BN390,Yageo,CAP CER 39PF 50V C0G/NPO 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,39pF,39pF,±5%,50V,"C0G, NP0",-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00031,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-3854-1-ND,CC0603CRNPO9BN2R7,Yageo,CAP CER 2.7PF 50V NPO 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,2.7pF,2.7pF,±0.25pF,50V,"C0G, NP0",-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00032,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-3870-1-ND,CC0603DRNPO9BN2R2,Yageo,CAP CER 2.2PF 50V NPO 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,2.2pF,2.2pF,±0.5pF,50V,"C0G, NP0",-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00033,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-4025-1-ND,CC0603KRNPO9BN100,Yageo,CAP CER 10PF 50V NPO 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,10pF,10pF,±10%,50V,"C0G, NP0",-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00034,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1739-1-ND,CC0603CRNPO9BN2R2,Yageo,CAP CER 2.2PF 50V C0G/NPO 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,2.2pF,2.2pF,±0.25pF,50V,"C0G, NP0",-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00035,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-3954-1-ND,CC0603JRNPO8BN330,Yageo,CAP CER 33PF 25V NPO 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,33pF,33pF,±5%,25V,"C0G, NP0",-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
CAP-YAG-CC-0603-00036,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0603%289mmthickness%29.jpg,311-1344-1-ND,CC0603KRX7R9BB104,Yageo,CAP CER 0.1UF 50V X7R 0603,Capacitor,SchLib\Capacitor.SchLib,0603_CAPC1608X09N,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09L,PcbLib\Capacitor.PcbLib,0603_CAPC1608X09M,PcbLib\Capacitor.PcbLib,CC,0.1uF,0.1uF,±10%,50V,X7R,-55°C ~ 125°C,0603 (1608 Metric),"0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
